691   - Aaren                          -       TUSI - 6     - 8.91 
852   - Aaren                          -        TUP - 1     - 6.58 
476   - Ada                            -       TUSI - 4     - 8.12 
987   - Ada                            -       TUSI - 1     - 3.00 
1074  - Addia                          -       TUSI - 1     - 9.05 
952   - Adele                          -        TUP - 5     - 10.91
184   - Adriana                        -       TUSI - 8     - 1.24 
624   - Adriana                        -       TUSI - 8     - 8.31 
665   - Adriana                        -       TUSI - 7     - 1.24 
270   - Adriana                        -       TUSI - 2     - 5.36 
174   - Aeriela                        -       TUSI - 8     - 6.80 
397   - Agathe                         -        TUP - 8     - 2.85 
597   - Aigneis                        -        TUP - 2     - 7.98 
779   - Aigneis                        -        TUP - 6     - 9.55 
922   - Aili                           -        TUP - 4     - 6.24 
1049  - Aimil                          -        TUP - 5     - 7.36 
865   - Aimil                          -        TUP - 6     - 9.90 
481   - Alameda                        -       TUSI - 5     - 8.17 
881   - Albertina                      -        TUP - 1     - 1.54 
943   - Alejandra                      -       TUSI - 5     - 1.18 
370   - Alexine                        -       TUSI - 6     - 3.66 
871   - Alexine                        -       TUSI - 8     - 5.00 
743   - Alexine                        -        TUP - 1     - 6.21 
1078  - Alia                           -       TUSI - 7     - 2.19 
262   - Alisha                         -        TUP - 1     - 5.28 
707   - Alisha                         -       TUSI - 2     - 10.52
622   - Alisha                         -        TUP - 6     - 8.71 
525   - Alleen                         -       TUSI - 7     - 7.71 
731   - Alleen                         -        TUP - 4     - 8.24 
367   - Alleen                         -        TUP - 2     - 4.04 
529   - Allis                          -        TUP - 7     - 10.73
218   - Almeta                         -        TUP - 2     - 5.58 
365   - Althea                         -       TUSI - 2     - 10.57
509   - Althea                         -        TUP - 4     - 2.57 
990   - Alyda                          -        TUP - 4     - 1.10 
131   - Alyda                          -        TUP - 4     - 6.03 
164   - Alyssa                         -        TUP - 3     - 5.79 
472   - Alyssa                         -        TUP - 6     - 9.92 
485   - Alyssa                         -        TUP - 6     - 9.56 
876   - Amalie                         -        TUP - 1     - 4.11 
635   - Amalie                         -        TUP - 5     - 2.93 
947   - Amalie                         -       TUSI - 6     - 4.43 
916   - Amara                          -        TUP - 8     - 6.66 
1035  - Amelia                         -        TUP - 2     - 3.76 
520   - Amii                           -        TUP - 3     - 10.83
210   - Ana                            -       TUSI - 8     - 9.65 
162   - Ana                            -       TUSI - 8     - 3.39 
862   - Anallese                       -        TUP - 3     - 8.46 
1036  - Andeee                         -       TUSI - 1     - 5.93 
202   - Andree                         -       TUSI - 5     - 1.06 
576   - Andree                         -       TUSI - 7     - 2.38 
118   - Andree                         -        TUP - 3     - 1.65 
320   - Anestassia                     -        TUP - 2     - 5.54 
