852   - Aaren                          -        TUP - 1     - 5.00 
952   - Adele                          -        TUP - 5     - 25.00
397   - Agathe                         -        TUP - 8     - 40.00
597   - Aigneis                        -        TUP - 2     - 10.00
779   - Aigneis                        -        TUP - 6     - 30.00
922   - Aili                           -        TUP - 4     - 20.00
1049  - Aimil                          -        TUP - 5     - 25.00
865   - Aimil                          -        TUP - 6     - 30.00
881   - Albertina                      -        TUP - 1     - 5.00 
743   - Alexine                        -        TUP - 1     - 5.00 
262   - Alisha                         -        TUP - 1     - 5.00 
622   - Alisha                         -        TUP - 6     - 30.00
731   - Alleen                         -        TUP - 4     - 20.00
367   - Alleen                         -        TUP - 2     - 10.00
529   - Allis                          -        TUP - 7     - 35.00
218   - Almeta                         -        TUP - 2     - 10.00
509   - Althea                         -        TUP - 4     - 20.00
990   - Alyda                          -        TUP - 4     - 20.00
131   - Alyda                          -        TUP - 4     - 20.00
164   - Alyssa                         -        TUP - 3     - 15.00
472   - Alyssa                         -        TUP - 6     - 30.00
485   - Alyssa                         -        TUP - 6     - 30.00
876   - Amalie                         -        TUP - 1     - 5.00 
635   - Amalie                         -        TUP - 5     - 25.00
916   - Amara                          -        TUP - 8     - 40.00
1035  - Amelia                         -        TUP - 2     - 10.00
520   - Amii                           -        TUP - 3     - 15.00
862   - Anallese                       -        TUP - 3     - 15.00
118   - Andree                         -        TUP - 3     - 15.00
320   - Anestassia                     -        TUP - 2     - 10.00
721   - Anestassia                     -        TUP - 5     - 25.00
834   - Anestassia                     -        TUP - 3     - 15.00
1027  - Anestassia                     -        TUP - 6     - 30.00
177   - Angela                         -        TUP - 1     - 5.00 
350   - Angelique                      -        TUP - 5     - 25.00
446   - Anica                          -        TUP - 5     - 25.00
180   - Anica                          -        TUP - 6     - 30.00
913   - Ann-Marie                      -        TUP - 7     - 35.00
896   - Annabela                       -        TUP - 5     - 25.00
1084  - Annaliese                      -        TUP - 4     - 20.00
645   - Annecorinne                    -        TUP - 2     - 10.00
426   - Annora                         -        TUP - 8     - 40.00
304   - Annora                         -        TUP - 1     - 5.00 
812   - Ardenia                        -        TUP - 3     - 15.00
438   - Ardys                          -        TUP - 2     - 10.00
573   - Arlena                         -        TUP - 8     - 40.00
165   - Arlina                         -        TUP - 5     - 25.00
996   - Aryn                           -        TUP - 2     - 10.00
1015  - Aryn                           -        TUP - 5     - 25.00
836   - Aryn                           -        TUP - 4     - 20.00
302   - Ashlee                         -        TUP - 5     - 25.00
567   - Ashlee                         -        TUP - 8     - 40.00
838   - Atlanta                        -        TUP - 7     - 35.00
506   - Aubrie                         -        TUP - 7     - 35.00
851   - Aubrie                         -        TUP - 6     - 30.00
489   - Aubrie                         -        TUP - 2     - 10.00
1003  - Aurore                         -        TUP - 4     - 20.00
285   - Averyl                         -        TUP - 1     - 5.00 
483   - Ayn                            -        TUP - 4     - 20.00
377   - Barbara                        -        TUP - 1     - 5.00 
395   - Barbara                        -        TUP - 8     - 40.00
484   - Barbi                          -        TUP - 2     - 10.00
569   - Beatriz                        -        TUP - 3     - 15.00
616   - Benita                         -        TUP - 5     - 25.00
816   - Bernardine                     -        TUP - 4     - 20.00
102   - Berta                          -        TUP - 2     - 10.00
159   - Beth                           -        TUP - 7     - 35.00
730   - Beth                           -        TUP - 5     - 25.00
1079  - Betta                          -        TUP - 8     - 40.00
345   - Beverley                       -        TUP - 8     - 40.00
868   - Bill                           -        TUP - 5     - 25.00
960   - Bill                           -        TUP - 3     - 15.00
410   - Blake                          -        TUP - 2     - 10.00
1001  - Blinni                         -        TUP - 7     - 35.00
487   - Blinni                         -        TUP - 5     - 25.00
651   - Bobbi                          -        TUP - 3     - 15.00
658   - Bobinette                      -        TUP - 3     - 15.00
517   - Bobinette                      -        TUP - 2     - 10.00
133   - Bobinette                      -        TUP - 1     - 5.00 
795   - Bobinette                      -        TUP - 2     - 10.00
288   - Briney                         -        TUP - 2     - 10.00
553   - Briney                         -        TUP - 5     - 25.00
829   - Britte                         -        TUP - 1     - 5.00 
519   - Brooks                         -        TUP - 8     - 40.00
198   - Brynna                         -        TUP - 1     - 5.00 
135   - Cacilie                        -        TUP - 7     - 35.00
154   - Cacilie                        -        TUP - 3     - 15.00
263   - Calla                          -        TUP - 1     - 5.00 
787   - Camile                         -        TUP - 2     - 10.00
897   - Camile                         -        TUP - 6     - 30.00
230   - Candy                          -        TUP - 1     - 5.00 
388   - Candy                          -        TUP - 1     - 5.00 
973   - Candy                          -        TUP - 4     - 20.00
460   - Caressa                        -        TUP - 3     - 15.00
1088  - Caritta                        -        TUP - 4     - 20.00
545   - Carol-Jean                     -        TUP - 1     - 5.00 
1019  - Carree                         -        TUP - 4     - 20.00
475   - Cathie                         -        TUP - 5     - 25.00
366   - Cathie                         -        TUP - 3     - 15.00
937   - Catrina                        -        TUP - 6     - 30.00
424   - Catrina                        -        TUP - 1     - 5.00 
804   - Celene                         -        TUP - 8     - 40.00
541   - Chandra                        -        TUP - 5     - 25.00
516   - Chandra                        -        TUP - 5     - 25.00
977   - Chandra                        -        TUP - 7     - 35.00
598   - Charmaine                      -        TUP - 1     - 5.00 
358   - Chere                          -        TUP - 4     - 20.00
427   - Christal                       -        TUP - 7     - 35.00
169   - Clary                          -        TUP - 6     - 30.00
453   - Clary                          -        TUP - 6     - 30.00
619   - Claudina                       -        TUP - 1     - 5.00 
206   - Claudina                       -        TUP - 7     - 35.00
540   - Clo                            -        TUP - 2     - 10.00
823   - Codie                          -        TUP - 4     - 20.00
717   - Codie                          -        TUP - 5     - 25.00
701   - Codie                          -        TUP - 4     - 20.00
194   - Collen                         -        TUP - 7     - 35.00
425   - Corene                         -        TUP - 5     - 25.00
1008  - Corina                         -        TUP - 7     - 35.00
603   - Corly                          -        TUP - 7     - 35.00
679   - Corly                          -        TUP - 5     - 25.00
182   - Corry                          -        TUP - 8     - 40.00
351   - Courtnay                       -        TUP - 2     - 10.00
1075  - Cyb                            -        TUP - 8     - 40.00
1016  - Cyndie                         -        TUP - 1     - 5.00 
232   - Dacia                          -        TUP - 7     - 35.00
111   - Dacia                          -        TUP - 5     - 25.00
847   - Dacia                          -        TUP - 2     - 10.00
592   - Dale                           -        TUP - 3     - 15.00
1094  - Dale                           -        TUP - 8     - 40.00
199   - Danika                         -        TUP - 3     - 15.00
1095  - Danika                         -        TUP - 3     - 15.00
979   - Darci                          -        TUP - 3     - 15.00
840   - Dari                           -        TUP - 2     - 10.00
490   - Daryl                          -        TUP - 6     - 30.00
393   - Daryl                          -        TUP - 6     - 30.00
962   - Debee                          -        TUP - 8     - 40.00
600   - Deloria                        -        TUP - 2     - 10.00
278   - Devina                         -        TUP - 2     - 10.00
235   - Diena                          -        TUP - 4     - 20.00
116   - Dione                          -        TUP - 1     - 5.00 
825   - Doralynne                      -        TUP - 6     - 30.00
1034  - Dorene                         -        TUP - 5     - 25.00
277   - Dorice                         -        TUP - 3     - 15.00
663   - Dorice                         -        TUP - 2     - 10.00
638   - Dorothy                        -        TUP - 5     - 25.00
715   - Dorothy                        -        TUP - 2     - 10.00
921   - Dorothy                        -        TUP - 2     - 10.00
785   - Dulce                          -        TUP - 1     - 5.00 
192   - Dyann                          -        TUP - 3     - 15.00
420   - Ebonee                         -        TUP - 1     - 5.00 
282   - Edee                           -        TUP - 2     - 10.00
401   - Edith                          -        TUP - 5     - 25.00
1025  - Edith                          -        TUP - 2     - 10.00
808   - Elbertina                      -        TUP - 3     - 15.00
774   - Elie                           -        TUP - 4     - 20.00
891   - Elsie                          -        TUP - 7     - 35.00
1050  - Elyssa                         -        TUP - 1     - 5.00 
495   - Emelina                        -        TUP - 6     - 30.00
561   - Emilia                         -        TUP - 7     - 35.00
718   - Emilia                         -        TUP - 3     - 15.00
298   - Emilia                         -        TUP - 2     - 10.00
103   - Emma                           -        TUP - 2     - 10.00
882   - Emma                           -        TUP - 1     - 5.00 
271   - Emylee                         -        TUP - 4     - 20.00
793   - Ericka                         -        TUP - 5     - 25.00
360   - Ernesta                        -        TUP - 6     - 30.00
963   - Esmeralda                      -        TUP - 6     - 30.00
221   - Estell                         -        TUP - 3     - 15.00
417   - Eugine                         -        TUP - 3     - 15.00
951   - Eugine                         -        TUP - 1     - 5.00 
396   - Evaleen                        -        TUP - 4     - 20.00
581   - Eve                            -        TUP - 4     - 20.00
902   - Evita                          -        TUP - 8     - 40.00
660   - Evita                          -        TUP - 5     - 25.00
513   - Ezmeralda                      -        TUP - 4     - 20.00
1047  - Ezmeralda                      -        TUP - 1     - 5.00 
552   - Ezmeralda                      -        TUP - 8     - 40.00
431   - Fanchon                        -        TUP - 8     - 40.00
766   - Farrah                         -        TUP - 2     - 10.00
289   - Farrah                         -        TUP - 6     - 30.00
105   - Fawne                          -        TUP - 1     - 5.00 
608   - Fayre                          -        TUP - 8     - 40.00
772   - Fina                           -        TUP - 2     - 10.00
242   - Fina                           -        TUP - 1     - 5.00 
711   - Fina                           -        TUP - 1     - 5.00 
303   - Frances                        -        TUP - 1     - 5.00 
248   - Frances                        -        TUP - 8     - 40.00
250   - Frances                        -        TUP - 3     - 15.00
259   - Frank                          -        TUP - 6     - 30.00
794   - Fredericka                     -        TUP - 3     - 15.00
579   - Gabi                           -        TUP - 1     - 5.00 
818   - Gabriellia                     -        TUP - 4     - 20.00
878   - Gabriellia                     -        TUP - 5     - 25.00
380   - Genevra                        -        TUP - 2     - 10.00
273   - Genovera                       -        TUP - 1     - 5.00 
462   - Genovera                       -        TUP - 6     - 30.00
821   - Georgetta                      -        TUP - 2     - 10.00
975   - Georgina                       -        TUP - 7     - 35.00
1053  - Georgina                       -        TUP - 7     - 35.00
400   - Gerrie                         -        TUP - 6     - 30.00
229   - Gertrud                        -        TUP - 7     - 35.00
432   - Gilda                          -        TUP - 4     - 20.00
767   - Gilda                          -        TUP - 8     - 40.00
784   - Gilligan                       -        TUP - 1     - 5.00 
909   - Ginnie                         -        TUP - 6     - 30.00
828   - Glenda                         -        TUP - 2     - 10.00
618   - Gloria                         -        TUP - 1     - 5.00 
776   - Gloria                         -        TUP - 5     - 25.00
611   - Glynnis                        -        TUP - 6     - 30.00
593   - Grier                          -        TUP - 3     - 15.00
566   - Gui                            -        TUP - 1     - 5.00 
428   - Gwenneth                       -        TUP - 5     - 25.00
211   - Gwyneth                        -        TUP - 5     - 25.00
1054  - Hallie                         -        TUP - 1     - 5.00 
1083  - Hannis                         -        TUP - 1     - 5.00 
467   - Harmonia                       -        TUP - 3     - 15.00
120   - Heddie                         -        TUP - 1     - 5.00 
355   - Henriette                      -        TUP - 6     - 30.00
300   - Henriette                      -        TUP - 2     - 10.00
251   - Henriette                      -        TUP - 4     - 20.00
319   - Hermione                       -        TUP - 3     - 15.00
268   - Hermione                       -        TUP - 1     - 5.00 
373   - Hettie                         -        TUP - 8     - 40.00
950   - Hope                           -        TUP - 2     - 10.00
493   - Imojean                        -        TUP - 3     - 15.00
558   - Imojean                        -        TUP - 5     - 25.00
1089  - Inga                           -        TUP - 5     - 25.00
197   - Ira                            -        TUP - 3     - 15.00
923   - Jacenta                        -        TUP - 5     - 25.00
1070  - Jaclyn                         -        TUP - 8     - 40.00
733   - Jan                            -        TUP - 3     - 15.00
539   - Jan                            -        TUP - 2     - 10.00
1032  - Janeczka                       -        TUP - 4     - 20.00
523   - Janenna                        -        TUP - 7     - 35.00
1058  - Janey                          -        TUP - 1     - 5.00 
